sample_id,source,company,position,question_no,question_type,question,answer,quality_bucket,manual_label,match_score_0_100,question_requirements,covered_requirements,expected_keywords,mismatch_reason,notes
MATCH136,synthetic_from_direct_labeling_200_style,롯데월드,환경안전,1,growth,본인의 성장과정 또는 가치관이 현재의 진로 선택에 어떤 영향을 주었는지 작성해 주십시오.,"환경안전 직무에 관심이 있어 롯데월드에 지원했습니다. 대학 시절 동아리 예산 관리 자동화를 하면서 성장 배경의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,66,성장 배경 | 가치관 | 진로 연결,성장 배경 | 가치관,성장 | 가치관 | 진로 | 영향,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH137,synthetic_from_direct_labeling_200_style,신한은행,데이터 분석,2,customer,고객 또는 사용자의 불편을 파악하고 개선했던 경험을 구체적인 결과와 함께 설명해 주십시오.,"데이터 분석 직무에 관심이 있어 신한은행에 지원했습니다. 대학 시절 사용자 이탈 원인 분석를 하면서 고객 문제의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,56,고객 문제 | 개선 행동 | 구체적 결과,고객 문제 | 개선 행동,고객 | 사용자 | 개선 | 결과,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH138,synthetic_from_direct_labeling_200_style,카카오페이,서비스 기획,3,challenge,목표 달성을 위해 도전적으로 시도했던 경험과 그 과정에서 배운 점을 기술해 주십시오.,"서비스 기획 직무에 관심이 있어 카카오페이에 지원했습니다. 대학 시절 고객 상담 FAQ 재정비를 하면서 목표의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,66,목표 | 도전 행동 | 배운 점,목표 | 도전 행동,목표 | 도전 | 시도 | 배운,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH139,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,백엔드 개발,4,ethics,원칙을 지키기 위해 어려운 선택을 했던 경험과 그 결과를 서술해 주십시오.,"백엔드 개발 직무에 관심이 있어 CJ올리브네트웍스에 지원했습니다. 대학 시절 스터디 운영 방식 개선를 하면서 원칙의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,60,원칙 | 어려운 선택 | 결과,원칙 | 어려운 선택,원칙 | 선택 | 결과 | 신뢰,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH140,synthetic_from_direct_labeling_200_style,LG전자,인사,5,learning,지원 분야와 관련된 전문성을 키우기 위해 학습하거나 실습했던 경험을 구체적으로 기술해 주십시오.,"인사 직무에 관심이 있어 LG전자에 지원했습니다. 대학 시절 신입 교육 자료 표준화를 하면서 전문성의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,68,전문성 | 학습 과정 | 적용 결과,전문성 | 학습 과정,전문성 | 학습 | 실습 | 적용,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH141,synthetic_from_direct_labeling_200_style,롯데월드,전기·전자엔지니어,1,motivation_plan,롯데월드 전기·전자엔지니어 직무에 지원한 동기와 입사 후 어떤 방식으로 기여할 수 있는지 기술해 주십시오.,"전기·전자엔지니어 직무에 관심이 있어 롯데월드에 지원했습니다. 대학 시절 동아리 예산 관리 자동화를 하면서 지원동기의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,66,지원동기 | 직무 이해 | 입사 후 기여,지원동기 | 직무 이해,지원 | 직무 | 기여 | 입사 후,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH142,synthetic_from_direct_labeling_200_style,신한은행,영업관리,2,collaboration,다른 사람들과 함께 일하며 팀워크를 발휘했던 경험과 그 과정에서 본인이 맡은 역할을 구체적으로 서술해 주십시오.,"영업관리 직무에 관심이 있어 신한은행에 지원했습니다. 대학 시절 사용자 이탈 원인 분석를 하면서 협업 상황의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,59,협업 상황 | 본인 역할 | 팀 성과,협업 상황 | 본인 역할,팀 | 협업 | 역할 | 성과,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH143,synthetic_from_direct_labeling_200_style,카카오페이,마케팅,3,problem_solving,"예상하지 못한 문제를 발견하고 해결했던 경험을 상황, 행동, 결과 중심으로 기술해 주십시오.","마케팅 직무에 관심이 있어 카카오페이에 지원했습니다. 대학 시절 고객 상담 FAQ 재정비를 하면서 문제 상황의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,70,문제 상황 | 해결 행동 | 결과,문제 상황 | 해결 행동,문제 | 해결 | 행동 | 결과,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH144,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,시설관리,4,competency,시설관리 직무와 관련된 본인의 강점 또는 역량을 실제 경험을 바탕으로 설명해 주십시오.,"시설관리 직무에 관심이 있어 CJ올리브네트웍스에 지원했습니다. 대학 시절 스터디 운영 방식 개선를 하면서 직무 역량의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,56,직무 역량 | 근거 경험 | 활용 가능성,직무 역량 | 근거 경험,강점 | 역량 | 경험 | 직무,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH145,synthetic_from_direct_labeling_200_style,LG전자,품질관리,5,weakness,"본인의 단점 또는 부족했던 점을 쓰고, 이를 보완하기 위해 어떤 노력을 했는지 기술해 주십시오.",저의 보완점은 발표 전 긴장으로 핵심 메시지를 길게 설명하는 습관입니다. 이를 줄이기 위해 체크리스트를 만들고 주변 피드백을 받았습니다. 아직 결과를 수치로 설명하기는 어렵지만 같은 실수를 반복하지 않으려 노력하고 있습니다.,중간 정도 답변,MEDIUM,63,단점 인식 | 보완 행동 | 변화,단점 인식 | 보완 행동,단점 | 부족 | 보완 | 개선,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH146,synthetic_from_direct_labeling_200_style,롯데월드,환경안전,1,growth,본인의 성장과정 또는 가치관이 현재의 진로 선택에 어떤 영향을 주었는지 작성해 주십시오.,"환경안전 직무에 관심이 있어 롯데월드에 지원했습니다. 대학 시절 동아리 예산 관리 자동화를 하면서 성장 배경의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,65,성장 배경 | 가치관 | 진로 연결,성장 배경 | 가치관,성장 | 가치관 | 진로 | 영향,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH147,synthetic_from_direct_labeling_200_style,신한은행,데이터 분석,2,customer,고객 또는 사용자의 불편을 파악하고 개선했던 경험을 구체적인 결과와 함께 설명해 주십시오.,"데이터 분석 직무에 관심이 있어 신한은행에 지원했습니다. 대학 시절 사용자 이탈 원인 분석를 하면서 고객 문제의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,67,고객 문제 | 개선 행동 | 구체적 결과,고객 문제 | 개선 행동,고객 | 사용자 | 개선 | 결과,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH148,synthetic_from_direct_labeling_200_style,카카오페이,서비스 기획,3,challenge,목표 달성을 위해 도전적으로 시도했던 경험과 그 과정에서 배운 점을 기술해 주십시오.,"서비스 기획 직무에 관심이 있어 카카오페이에 지원했습니다. 대학 시절 고객 상담 FAQ 재정비를 하면서 목표의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,73,목표 | 도전 행동 | 배운 점,목표 | 도전 행동,목표 | 도전 | 시도 | 배운,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH149,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,백엔드 개발,4,ethics,원칙을 지키기 위해 어려운 선택을 했던 경험과 그 결과를 서술해 주십시오.,"백엔드 개발 직무에 관심이 있어 CJ올리브네트웍스에 지원했습니다. 대학 시절 스터디 운영 방식 개선를 하면서 원칙의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,61,원칙 | 어려운 선택 | 결과,원칙 | 어려운 선택,원칙 | 선택 | 결과 | 신뢰,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH150,synthetic_from_direct_labeling_200_style,LG전자,인사,5,learning,지원 분야와 관련된 전문성을 키우기 위해 학습하거나 실습했던 경험을 구체적으로 기술해 주십시오.,"인사 직무에 관심이 있어 LG전자에 지원했습니다. 대학 시절 신입 교육 자료 표준화를 하면서 전문성의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,71,전문성 | 학습 과정 | 적용 결과,전문성 | 학습 과정,전문성 | 학습 | 실습 | 적용,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH151,synthetic_from_direct_labeling_200_style,롯데월드,전기·전자엔지니어,1,motivation_plan,롯데월드 전기·전자엔지니어 직무에 지원한 동기와 입사 후 어떤 방식으로 기여할 수 있는지 기술해 주십시오.,"전기·전자엔지니어 직무에 관심이 있어 롯데월드에 지원했습니다. 대학 시절 동아리 예산 관리 자동화를 하면서 지원동기의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,73,지원동기 | 직무 이해 | 입사 후 기여,지원동기 | 직무 이해,지원 | 직무 | 기여 | 입사 후,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH152,synthetic_from_direct_labeling_200_style,신한은행,영업관리,2,collaboration,다른 사람들과 함께 일하며 팀워크를 발휘했던 경험과 그 과정에서 본인이 맡은 역할을 구체적으로 서술해 주십시오.,"영업관리 직무에 관심이 있어 신한은행에 지원했습니다. 대학 시절 사용자 이탈 원인 분석를 하면서 협업 상황의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,74,협업 상황 | 본인 역할 | 팀 성과,협업 상황 | 본인 역할,팀 | 협업 | 역할 | 성과,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH153,synthetic_from_direct_labeling_200_style,카카오페이,마케팅,3,problem_solving,"예상하지 못한 문제를 발견하고 해결했던 경험을 상황, 행동, 결과 중심으로 기술해 주십시오.","마케팅 직무에 관심이 있어 카카오페이에 지원했습니다. 대학 시절 고객 상담 FAQ 재정비를 하면서 문제 상황의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,63,문제 상황 | 해결 행동 | 결과,문제 상황 | 해결 행동,문제 | 해결 | 행동 | 결과,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH154,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,시설관리,4,competency,시설관리 직무와 관련된 본인의 강점 또는 역량을 실제 경험을 바탕으로 설명해 주십시오.,"시설관리 직무에 관심이 있어 CJ올리브네트웍스에 지원했습니다. 대학 시절 스터디 운영 방식 개선를 하면서 직무 역량의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,66,직무 역량 | 근거 경험 | 활용 가능성,직무 역량 | 근거 경험,강점 | 역량 | 경험 | 직무,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH155,synthetic_from_direct_labeling_200_style,LG전자,품질관리,5,weakness,"본인의 단점 또는 부족했던 점을 쓰고, 이를 보완하기 위해 어떤 노력을 했는지 기술해 주십시오.",저의 보완점은 발표 전 긴장으로 핵심 메시지를 길게 설명하는 습관입니다. 이를 줄이기 위해 체크리스트를 만들고 주변 피드백을 받았습니다. 아직 결과를 수치로 설명하기는 어렵지만 같은 실수를 반복하지 않으려 노력하고 있습니다.,중간 정도 답변,MEDIUM,57,단점 인식 | 보완 행동 | 변화,단점 인식 | 보완 행동,단점 | 부족 | 보완 | 개선,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH156,synthetic_from_direct_labeling_200_style,롯데월드,환경안전,1,growth,본인의 성장과정 또는 가치관이 현재의 진로 선택에 어떤 영향을 주었는지 작성해 주십시오.,"환경안전 직무에 관심이 있어 롯데월드에 지원했습니다. 대학 시절 동아리 예산 관리 자동화를 하면서 성장 배경의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,58,성장 배경 | 가치관 | 진로 연결,성장 배경 | 가치관,성장 | 가치관 | 진로 | 영향,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH157,synthetic_from_direct_labeling_200_style,신한은행,데이터 분석,2,customer,고객 또는 사용자의 불편을 파악하고 개선했던 경험을 구체적인 결과와 함께 설명해 주십시오.,"데이터 분석 직무에 관심이 있어 신한은행에 지원했습니다. 대학 시절 사용자 이탈 원인 분석를 하면서 고객 문제의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,63,고객 문제 | 개선 행동 | 구체적 결과,고객 문제 | 개선 행동,고객 | 사용자 | 개선 | 결과,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH158,synthetic_from_direct_labeling_200_style,카카오페이,서비스 기획,3,challenge,목표 달성을 위해 도전적으로 시도했던 경험과 그 과정에서 배운 점을 기술해 주십시오.,"서비스 기획 직무에 관심이 있어 카카오페이에 지원했습니다. 대학 시절 고객 상담 FAQ 재정비를 하면서 목표의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,64,목표 | 도전 행동 | 배운 점,목표 | 도전 행동,목표 | 도전 | 시도 | 배운,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH159,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,백엔드 개발,4,ethics,원칙을 지키기 위해 어려운 선택을 했던 경험과 그 결과를 서술해 주십시오.,"백엔드 개발 직무에 관심이 있어 CJ올리브네트웍스에 지원했습니다. 대학 시절 스터디 운영 방식 개선를 하면서 원칙의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,72,원칙 | 어려운 선택 | 결과,원칙 | 어려운 선택,원칙 | 선택 | 결과 | 신뢰,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH160,synthetic_from_direct_labeling_200_style,LG전자,인사,5,learning,지원 분야와 관련된 전문성을 키우기 위해 학습하거나 실습했던 경험을 구체적으로 기술해 주십시오.,"인사 직무에 관심이 있어 LG전자에 지원했습니다. 대학 시절 신입 교육 자료 표준화를 하면서 전문성의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,58,전문성 | 학습 과정 | 적용 결과,전문성 | 학습 과정,전문성 | 학습 | 실습 | 적용,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH161,synthetic_from_direct_labeling_200_style,롯데월드,전기·전자엔지니어,1,motivation_plan,롯데월드 전기·전자엔지니어 직무에 지원한 동기와 입사 후 어떤 방식으로 기여할 수 있는지 기술해 주십시오.,"전기·전자엔지니어 직무에 관심이 있어 롯데월드에 지원했습니다. 대학 시절 동아리 예산 관리 자동화를 하면서 지원동기의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,60,지원동기 | 직무 이해 | 입사 후 기여,지원동기 | 직무 이해,지원 | 직무 | 기여 | 입사 후,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH162,synthetic_from_direct_labeling_200_style,신한은행,영업관리,2,collaboration,다른 사람들과 함께 일하며 팀워크를 발휘했던 경험과 그 과정에서 본인이 맡은 역할을 구체적으로 서술해 주십시오.,"영업관리 직무에 관심이 있어 신한은행에 지원했습니다. 대학 시절 사용자 이탈 원인 분석를 하면서 협업 상황의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,61,협업 상황 | 본인 역할 | 팀 성과,협업 상황 | 본인 역할,팀 | 협업 | 역할 | 성과,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH163,synthetic_from_direct_labeling_200_style,카카오페이,마케팅,3,problem_solving,"예상하지 못한 문제를 발견하고 해결했던 경험을 상황, 행동, 결과 중심으로 기술해 주십시오.","마케팅 직무에 관심이 있어 카카오페이에 지원했습니다. 대학 시절 고객 상담 FAQ 재정비를 하면서 문제 상황의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,68,문제 상황 | 해결 행동 | 결과,문제 상황 | 해결 행동,문제 | 해결 | 행동 | 결과,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH164,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,시설관리,4,competency,시설관리 직무와 관련된 본인의 강점 또는 역량을 실제 경험을 바탕으로 설명해 주십시오.,"시설관리 직무에 관심이 있어 CJ올리브네트웍스에 지원했습니다. 대학 시절 스터디 운영 방식 개선를 하면서 직무 역량의 중요성을 느꼈고 팀원들과 함께 문제를 해결하려고 노력했습니다. 구체적인 과정에서 여러 의견을 듣고 자료를 정리했으며 일부 개선 효과도 있었습니다. 다만 결과는 점검 누락률을 18%에서 3%로 낮췄습니다 정도로 정리할 수 있고, 앞으로 관련 역량을 더 키워 회사에 도움이 되고 싶습니다.",중간 정도 답변,MEDIUM,72,직무 역량 | 근거 경험 | 활용 가능성,직무 역량 | 근거 경험,강점 | 역량 | 경험 | 직무,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH165,synthetic_from_direct_labeling_200_style,LG전자,품질관리,5,weakness,"본인의 단점 또는 부족했던 점을 쓰고, 이를 보완하기 위해 어떤 노력을 했는지 기술해 주십시오.",저의 보완점은 발표 전 긴장으로 핵심 메시지를 길게 설명하는 습관입니다. 이를 줄이기 위해 체크리스트를 만들고 주변 피드백을 받았습니다. 아직 결과를 수치로 설명하기는 어렵지만 같은 실수를 반복하지 않으려 노력하고 있습니다.,중간 정도 답변,MEDIUM,66,단점 인식 | 보완 행동 | 변화,단점 인식 | 보완 행동,단점 | 부족 | 보완 | 개선,문항 방향은 맞지만 요구 조건 일부가 추상적이거나 결과/직무 연결이 약함,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
